Env,Rep,Block,Genotype,Female,Male,PED,PHT,EHT,LAE,LAT,LATP,LAI,DTA,DTS,ASI,SDL,SDU,TW,TSL,TBN,KW,KL,KD,KS,KPP,CAN,ZIP,SC,PBP,LDR,LDS,EL,FILL,STG,EW,ERW,KRW,TWA,IPY,TGY
MF400,3,9,128,MOB-C1-007-SSD-020,MOB-C1-061-SSD-006,MOB-C1-007-SSD-020 X MOB-C1-061-SSD-006,205,113,650.54,3399.15, ,4.056062077,68,72,4,18.563,10.05333333,1.94,35.4,11.8,80,115,48.5,446200,300.2,65,4,97,15.46,0,1.03,135,101.4,5,42.6,15.8,19, , , 
MF400,1,12,129,MOB-C1-007-SSD-027,MOB-C1-061-SSD-009,MOB-C1-007-SSD-027 X MOB-C1-061-SSD-009,173,100,559.03,2920.99,44120.49,3.413621366,66,72,6,18.551,10,1.54,38.02,8.4,79.5,110,50,437250,310.8,64,42,95,17.89,2.11,1.05,118,99.6,7,42.6,14,22.2,54.08376479,0.031605104,3694.089185
MF400,2,11,129,MOB-C1-007-SSD-027,MOB-C1-061-SSD-009,MOB-C1-007-SSD-027 X MOB-C1-061-SSD-009,210,107,622.23,3251.23,27776.93,3.759566357,66,69,3,19.742,9.37,1.72,38.9,8.8,80,110.5,51.5,455260,270.75,63,0,94,8.51,3.19,0,126,117.2,6,40.8,14.25,19,56.71384615,0.055341798,6400.40799
MF400,3,10,129,MOB-C1-007-SSD-027,MOB-C1-061-SSD-009,MOB-C1-007-SSD-027 X MOB-C1-061-SSD-009,185,110,600.81,3139.27,44967.78,3.707341599,64,69,5,20.076,8.546666667,1.68,39.32,10.6,77,107.5,48.5,401458.75,256.32,64,10,96,22.92,0,0,102.4,89,6,40.8,14.4,17.8,56.37301775,0.035288394,4168.018767
MF400,1,4,130,MOB-C1-059-DH-002,RHM-C1-036-DH-008,MOB-C1-059-DH-002 X RHM-C1-036-DH-008,160,82,512.97,2680.32,23704.79,3.198308332,60,64,4,17.387,7.116666667,2.64,41.74,9.2,69,106.5,43,315985.5,482.4,63,2,97,9.28,74.23,0,133.8,99.8,4,45.6,18,26.8,55.36721893,0.051279268,6119.840404
MF400,2,15,130,MOB-C1-059-DH-002,RHM-C1-036-DH-008,MOB-C1-059-DH-002 X RHM-C1-036-DH-008,167,93,600.18,3136.02,25048.88,3.626339103,60,65,5,18.386,7.136666667,2.38,42.02,7.4,65.5,102.5,40,268550,437.92,67,14,94,0,29.79,4.26,131.6,102.6,4,43.8,18.4,23.8,55.79621302,0.064026487,7404.81262
MF400,3,19,130,MOB-C1-059-DH-002,RHM-C1-036-DH-008,MOB-C1-059-DH-002 X RHM-C1-036-DH-008,165,88,663.42,3466.42,28899.22,4.008398211,60,64,4,18.912,7.17,2.42,44.16,5.6,68,103.5,48.5,341343,320.16, ,44,94,8.51,1.06,20.21,129.2,104,4,41.4,17.4,18.4,56.7739645,0.050926186,5889.732162
MF400,1,5,131,MOB-C1-059-DH-003,RHM-C1-036-DH-019,MOB-C1-059-DH-003 X RHM-C1-036-DH-019,178,84,556.46,2907.58,20760.36,3.362180575,65,69,4,16.436,8.67,1.82,34.6,5.8,83.5,110.5,39.5,364456.63,399.84,66,8,94,3.19,0,3.19,132.6,108.2,7,44,13.6,29.4,54.71183432,0.059462411,6876.966504
MF400,2,7,131,MOB-C1-059-DH-003,RHM-C1-036-DH-019,MOB-C1-059-DH-003 X RHM-C1-036-DH-019,166,85,528.48,2761.38,25111.13,3.193123951,63,66,3,15.756,9.893333333,1.44,35.22,7,82,99.5,49,399791,272.8,66,60,94,11.7,0,1.06,112,92.8,6,41,12.4,22,54.93159763,0.046688058,5399.582843
MF400,3,11,131,MOB-C1-059-DH-003,RHM-C1-036-DH-019,MOB-C1-059-DH-003 X RHM-C1-036-DH-019,175,105,618.55,3231.97,51757.52,3.777049742,62,66,4,15.924,7.596666667,1.58,36.34,6.4,81,108.5,45.5,399876.75,323.68,62,14,95,18.95,0,1.05,126,107.2,3,43.8,13.6,23.8,52.63763314,0.034281454,4006.90808
MF400,1,14,132,MOB-C1-010-DH-003,RHM-C1-036-DH-026,MOB-C1-010-DH-003 X RHM-C1-036-DH-026,192,100,525.89,2747.83,30539.4,3.312665742,62,65,3,19.12,9.043333333,1.48,30.66,11.2,76.5,118.5,39.5,358077.38,528.96,61,80,98,13.27,22.45,4.08,127,108.2,5,47.2,17.4,30.4,57.64628534,0.047467816,5723.370596
MF400,2,13,132,MOB-C1-010-DH-003,RHM-C1-036-DH-026,MOB-C1-010-DH-003 X RHM-C1-036-DH-026,185,94,493.1,2576.5,30638.78,2.884250809,64,66,2,16.113,7.443333333,1.24,30.54,10.2,78,108,41.5,349596,387.56,62,38,91,6.59,20.88,9.89,112.4,99.8,2,40,13.25,29.25,54.4,0.04274727,4786.039979
MF400,3,19,132,MOB-C1-010-DH-003,RHM-C1-036-DH-026,MOB-C1-010-DH-003 X RHM-C1-036-DH-026,178,95,665.83,3479.01,64151.23,4.194149326,62,67,5,19.476,6.77,1.75,31.55,11.5,80.5,98,49.5,390505.5,259.84,67,66,98,25.51,1.02,0,110.8,95,3,41.6,11.2,23.2, ,0.026853438,3237.818575
MF400,1,13,133,MOB-C1-059-DH-008,MOB-C1-036-SSD-001,MOB-C1-059-DH-008 X MOB-C1-036-SSD-001,175,80,684.03,3574.11,53637.6,4.176892196,66,69,3,19.304,6.483333333,2.54,42.8,8.6,67.5,109,47.5,349481.25,498.75,64,42,95,12.63,8.42,0,159.8,129.4,7,41.8,17.5,28.5, ,0.028629161,3346.253014
MF400,2,9,133,MOB-C1-059-DH-008,MOB-C1-036-SSD-001,MOB-C1-059-DH-008 X MOB-C1-036-SSD-001,185,87,643.7,3363.38,42116.57,3.88924894,65,68,3,19.47,7.653333333,1.94,40.68,10.2,70.5,101,50.5,359585.25,495.44,64,54,94,6.38,44.68,4.26,149.2,108.4,6,42.2,16.33333333,30.33333333, ,0.040840613,4723.312206
MF400,3,6,133,MOB-C1-059-DH-008,MOB-C1-036-SSD-001,MOB-C1-059-DH-008 X MOB-C1-036-SSD-001,171,94,671.09,3506.49,49757.19,4.227282912,65,71,6,17.035,5.7,2.38,40.48,11,72.5,104,46.5,350610,283.24,64,20,98,15.31,1.02,0,133.2,107.2,8,40,14.6,19.4,53.60023669,0.034569141,4168.129508
MF400,1,11,134,MOB-C1-059-DH-008,MOB-C1-061-SSD-014,MOB-C1-059-DH-008 X MOB-C1-061-SSD-014,190,100,509.09,2660.03,21238.18,2.945037712,67,69,2,16.252,8.606666667,1.5,37.6,8.2,69.5,108.5,53.5,403430.13,418.2,62,2,90,3.33,20,1.11,131,109.8,5,43.4,16.4,25.5,58.02420435,0.064375117,7128.318341
MF400,2,17,134,MOB-C1-059-DH-008,MOB-C1-061-SSD-014,MOB-C1-059-DH-008 X MOB-C1-061-SSD-014,175,100,628.91,3286.1,33291.99,4.002008634,68,71,3,16.201,7.62,1.52,38.64,8.8,71.5,108,52.5,405405,339.2,62,18,99,5.05,1.01,0,130.4,106.8,6,42.2,16,21.2,54.62130178,0.046573028,5672.783526
MF400,3,16,134,MOB-C1-059-DH-008,MOB-C1-061-SSD-014,MOB-C1-059-DH-008 X MOB-C1-061-SSD-014,170,90,630.31,3293.42,53620.19,4.010917447,66,69,3,15.423,6.193333333,1.22,35.26,9.6,73.5,101,49,363751.5,248,66,20,99,3.03,0,0,109.4,83,5,39.2,15.5,16, ,0.028980884,3529.989128
MF400,1,17,135,RHM-C1-007-DH-006,RHM-C1-036-DH-051,RHM-C1-007-DH-006 X RHM-C1-036-DH-051,190,105,591.87,3092.58,22591.16,3.385890917,64,66,2,21.514,7.906666667,2.9,40.92,9.8,64.5,117.5,42.5,322096.88, ,67,30,89,2.25,7.87,0,164.6,127.2,4,45.2,18.4,36,57.32733728,0.06975637,7638.365325
MF400,2,16,135,RHM-C1-007-DH-006,RHM-C1-036-DH-051,RHM-C1-007-DH-006 X RHM-C1-036-DH-051,183,87,530.73,2773.12,21631.02,3.206698429,62,66,4,17.964,8.036666667,1.4,35.66,5.8,63.5,104,46,303784,342,66,34,94,6.38,14.89,2.13,133.8,104.2,5,42,15.2,22.5,56.2,0.067418833,7797.145301
MF400,3,6,135,RHM-C1-007-DH-006,RHM-C1-036-DH-051,RHM-C1-007-DH-006 X RHM-C1-036-DH-051,174,80,578.62,3023.36,27615.81,3.496072455,62,66,4,18.755,6.8,1.32,35.22,5.2,64,100,48.5,310400,294.8,67,26,94,3.19,10.64,0,132.8,117.6,4,37.6,13.4,22,55.07360947,0.051763354,5986.552681
MF400,1,7,136,MOB-C1-059-DH-002,RHM-C1-035-DH-005,MOB-C1-059-DH-002 X RHM-C1-035-DH-005,180,85,498.22,2603.25,32124.17,2.882174657,61,64,3,16.28,8.196666667,1.68,36.84,6.4,78,103,51.5,413751,229.32,67,62,90,2.22,3.33,0,124.6,93.4,5,41.4,12.6,18.2,56.70987849,0.046960268,5199.955404
MF400,2,17,136,MOB-C1-059-DH-002,RHM-C1-035-DH-005,MOB-C1-059-DH-002 X RHM-C1-035-DH-005,195,92,562.14,2937.26,31599.1,3.468765378,62,64,2,18.565,8.203333333,2.7,38.46,9,76,100,54,410400,251.92,66,62,96,10.42,4.17,0,131.6,93.8,7,43.6,13.4,18.8,54.85846154,0.043912389,5186.624942
MF400,3,15,136,MOB-C1-059-DH-002,RHM-C1-035-DH-005,MOB-C1-059-DH-002 X RHM-C1-035-DH-005,191,107,614.31,3209.83,49769.83,3.711693162,60,63,3,18.626,7.616666667,1.56,35.56,7,79,103,54.5,443466.5,287.68,63,20,94,18.09,0,1.06,142.6,111,5,41.6,12.4,23.2,55.81727811,0.034849583,4030.435611
MF400,1,4,137,MOB-C1-010-DH-003,RHM-C1-035-DH-022,MOB-C1-010-DH-003 X RHM-C1-035-DH-022,191,100,439.97,2298.87,25201.47,2.714861229,66,69,3,20.173,8.97,1.82,30.2,10.2,68.5,120,48,394560,457.52,65,46,96,8.33,0,1.04,128.2,113.6,6,43.2,17.2,26.6, ,0.046109725,5446.158915
MF400,2,10,137,MOB-C1-010-DH-003,RHM-C1-035-DH-022,MOB-C1-010-DH-003 X RHM-C1-035-DH-022,185,95,589.46,3080,23539.57,3.561568302,66,68,2,21.539,7.603333333,1.38,27.84,8.2,70.5,115,44,356730,531.38,67,0,94,4.26,0,2.13,128,109.5,6,45,19.5,27.25,53.66544379,0.066283541,7665.846121
MF400,3,7,137,MOB-C1-010-DH-003,RHM-C1-035-DH-022,MOB-C1-010-DH-003 X RHM-C1-035-DH-022,173,102,640.44,3346.36,36625.69,3.746075011,64,67,3,18.363,7.636666667,1.78,28.84,10.4,70.5,114,48.5,389794.5,423.12,67,24,91,10.99,16.48,1.1,121.8,106.8,7,45.8,16.4,25.8,55.8947929,0.048266204,5403.946938
MF400,1,13,138,MOB-C1-007-SSD-008,MOB-C1-061-SSD-001,MOB-C1-007-SSD-008 X MOB-C1-061-SSD-001,188,112,458.67,2396.61,30336,2.800810495,70,71,1,17.229,7.646666667,1.88,33.46,9.8,70,115.5,44,355740,483.84,66,4,95,6.32,14.74,5.26,121.4,110.6,8,45.2,16.8,28.8, ,0.03507442,4099.592085
MF400,2,14,138,MOB-C1-007-SSD-008,MOB-C1-061-SSD-001,MOB-C1-007-SSD-008 X MOB-C1-061-SSD-001,194,110,509.5,2662.21,17689.6,3.078445798,70,71,1,16.934,7.623333333,1.48,30.8,10.2,72,105.5,49.5,376002,414.72,66,0,94,8.51,0,3.19,134.8,114,7,42.4,16.2,25.6,60.23964497,0.074786686,8649.254657
MF400,3,3,138,MOB-C1-007-SSD-008,MOB-C1-061-SSD-001,MOB-C1-007-SSD-008 X MOB-C1-061-SSD-001,190,105,529.63,2767.35,42117.43,3.268117819,69,72,3,19.257,6.536666667,1.63,29.34,9.6,74.5,110.5,45,370451.25,351,65,8,96,16.67,0,1.04,125.6,115.4,6,40,15,23.4, ,0.030419276,3592.912566
MF400,1,19,139,MOB-C1-010-DH-003,RHM-C1-036-DH-018,MOB-C1-010-DH-003 X RHM-C1-036-DH-018,178,96,465.79,2433.8,25271.8,2.874206861,63,67,4,18.936,8.426666667,1.88,31.4,10.4,79.5,110.5,41,360174.75,249.6,66,74,96,7.29,2.08,0,110.2,95,4,39.4,9.6,26,54.7443787,0.047315349,5588.558788
MF400,2,20,139,MOB-C1-010-DH-003,RHM-C1-036-DH-018,MOB-C1-010-DH-003 X RHM-C1-036-DH-018,201,103,527.33,2755.35,17660.38,3.186155451,62,65,3,18.199,9.32,2.14,33.32,13.4,75.5,110,42.5,352962.5,402.96,64,66,94,5.32,1.06,5.32,126.2,118,4,42.4,13.8,29.2,56.61538462,0.083553282,9663.131958
MF400,3,13,139,MOB-C1-010-DH-003,RHM-C1-036-DH-018,MOB-C1-010-DH-003 X RHM-C1-036-DH-018,198,105,577.53,3017.63,23757.34,3.526568107,62,65,3,18.206,7.843333333,1.78,32.22,13.4,73,117.5,40.5,347388.75,405.88,66,56,95,4.21,0,4.21,135.6,119.2,2,45.2,14.6,27.8,56.62698225,0.063062327,7370.893615
MF400,1,15,140,RHM-C1-007-DH-002,MOB-C1-036-SSD-019,RHM-C1-007-DH-002 X MOB-C1-036-SSD-019, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
MF400,2,15,140,RHM-C1-007-DH-002,MOB-C1-036-SSD-019,RHM-C1-007-DH-002 X MOB-C1-036-SSD-019,184,88,650.88,3400.91,29854.97,4.016324441,63,66,3,16.758,7.85,2.1,37.18,10.5,76,106,44,354464,354.24,67,4,96,13.54,0,0,144.2,112.8,5,42.4,16.4,21.6,55.23727811,0.046818593,5529.88541
MF400,3,18,140,RHM-C1-007-DH-002,MOB-C1-036-SSD-019,RHM-C1-007-DH-002 X MOB-C1-036-SSD-019, , , , , , , , , , , , , , , , , , , , , ,85, , , , , , , , , , , , 
MF400,1,20,141,MOB-C1-010-DH-003,RHM-C1-036-DH-027,MOB-C1-010-DH-003 X RHM-C1-036-DH-027,201,97,519.48,2714.33,29466.48,3.205506731,66,69,3,17.029,7.88,1.72,35.58,10.2,80.5,105.5,46,390666.5,344.4,67,100,96,2.08,6.25,2.08,110.4,88.2,5,43,14,24.6, ,0.035248481,4163.304529
MF400,2,6,141,MOB-C1-010-DH-003,RHM-C1-036-DH-027,MOB-C1-010-DH-003 X RHM-C1-036-DH-027,197,97,603.55,3153.59, ,3.6854548,64,69,5,18.846,8.503333333,1.66,36.24,10.2,68,108,45,330480,356.4,67,52,95,8.42,3.16,0,111.2,85.6,3,44.2,16.2,22,56.63715976, , 
MF400,3,4,141,MOB-C1-010-DH-003,RHM-C1-036-DH-027,MOB-C1-010-DH-003 X RHM-C1-036-DH-027,176,108,583.91,3050.97,48390.86,3.527994631,65,71,6,20.161,6.57,1.33,31.8,11,76,98.5,52,389272,205.32,67,42,94,7.45,1.06,0,99.6,80.25,3,41.5,11.8,17.4, ,0.028593422,3306.895977
MF400,1,8,142,MOB-C1-007-SSD-020,MOB-C1-035-SSD-024,MOB-C1-007-SSD-020 X MOB-C1-035-SSD-024,203,100,608.33,3178.59,37922.35,3.83196857,66,69,3,18.248,9.975,3.5,36.5,11,73.5,117.5,46,397267.5,392,67,46,98,23.47,0,3.06,127,104.2,8,42,16,24.5,54.36426036,0.037624926,4536.576851
MF400,2,11,142,MOB-C1-007-SSD-020,MOB-C1-035-SSD-024,MOB-C1-007-SSD-020 X MOB-C1-035-SSD-024,191,95,629.03,3286.73,38343.49,3.800612032,64,68,4,15.985,9.61,3.58,40.53,10.5,72.5,114.5,46,381857.5,427.13,67,22,94,12.77,0,0,143,116.6,8,45,16.75,25.5,55.52071006,0.040528604,4687.227584
MF400,3,8,142,MOB-C1-007-SSD-020,MOB-C1-035-SSD-024,MOB-C1-007-SSD-020 X MOB-C1-035-SSD-024,200,95,724.39,3785.01,52132.34,4.469925734,63,66,3,15.34,8.58,3.56,40.24,11.4,72.5,110.5,50.5,404568.13,411.84,67,28,96,11.46,3.13,1.04,149.8,125.2,7,44.2,15.6,26.4,53.97869822,0.033269917,3929.61036
MF400,1,18,143,MOB-C1-059-DH-010,RHM-C1-035-DH-039,MOB-C1-059-DH-010 X RHM-C1-035-DH-039,156,75,554.72,2898.47,28284.85,3.351647264,62,63,1,16.209,7.4,1.88,35.68,4.5,71.5,103.5,40.5,299710.13,350.4,63,14,94,3.19,4.26,2.13,149.2,101.2,4,42.4,14.6,24,56.15928994,0.049439965,5717.847262
MF400,2,10,143,MOB-C1-059-DH-010,RHM-C1-035-DH-039,MOB-C1-059-DH-010 X RHM-C1-035-DH-039,158,70,547.61,2861.33,33234.25,3.484703541,60,67,7,15.893,7.986666667,1.72,36.46,5.6,70.5,96,50.5,341784,290.88,67,22,99,0,0,5.05,131,103.8,2,40.2,14.4,20.2,55.56923077,0.039834592,4852.014693
MF400,3,5,143,MOB-C1-059-DH-010,RHM-C1-035-DH-039,MOB-C1-059-DH-010 X RHM-C1-035-DH-039,158,90,536.61,2803.86,25556.64,3.380213745,60,63,3,17.191,8.21,1.2,35.63,4.5,71.5,102,42,306306,402.48,62,0,98,5.1,37.76,0,146.8,115.8,1,42.4,15.6,25.8,52.97751479,0.046201813,5570.723996
MF400,1,8,144,MOB-C1-059-DH-010,RHM-C1-036-DH-026,MOB-C1-059-DH-010 X RHM-C1-036-DH-026,170,87,569.81,2977.31,35756.14,3.369570305,60,65,5,17.493,7.95,2.44,39.8,7.2,84,103,47,406644,303.15,62,62,92,13.04,27.17,2.17,138.4,118.2,5,42.2,11.75,25.8,53.91715976,0.043509433,4924.904336
MF400,2,3,144,MOB-C1-059-DH-010,RHM-C1-036-DH-026,MOB-C1-059-DH-010 X RHM-C1-036-DH-026,184,87,558.99,2920.78,27011.71,3.413377113,60,63,3,18.011,7.656666667,2.28,35.74,6.8,79.5,111,46,405927,331.52,60,60,95,5.26,13.68,2.11,148.4,104.4,3,47.2,14.8,22.4,51.68899408,0.048522399,5671.427855
MF400,3,5,144,MOB-C1-059-DH-010,RHM-C1-036-DH-026,MOB-C1-059-DH-010 X RHM-C1-036-DH-026,177,102,605.58,3164.23,30895.01,3.658966185,60,63,3,17.414,7.783333333,1.9,38.26,5.6,79.5,107.5,47.5,405946.88,369.84,61,40,94,1.06,84.04,0,150.8,131,3,47.2,13.8,26.8,51.80828402,0.052378075,6057.646564
MF400,1,15,145,MOB-C1-007-SSD-009,MOB-C1-035-SSD-031,MOB-C1-007-SSD-009 X MOB-C1-035-SSD-031,180,72,502.81,2627.23,34930.2,3.167281108,64,69,5,16.82,8.533333333,1.68,34.96,9.6,77,104.5,45,362092.5,180.32,63,98,98,11.22,3.06,2.04,94.4,78.8,7,38,9.2,19.6, ,0.033066361,3986.933782
MF400,2,12,145,MOB-C1-007-SSD-009,MOB-C1-035-SSD-031,MOB-C1-007-SSD-009 X MOB-C1-035-SSD-031,181,83,621.78,3248.85,35162.81,3.756807153,62,67,5,17.418,8.426666667,2.46,36.64,8.6,69.5,111.5,47,364214.75,247.2,62,88,94,13.83,0,0,121,100.8,6,40,12,20.6,54.83502959,0.043685271,5052.303528
MF400,3,20,145,MOB-C1-007-SSD-009,MOB-C1-035-SSD-031,MOB-C1-007-SSD-009 X MOB-C1-035-SSD-031,185,98,673.35,3518.3,64651.9,4.068395791,64,68,4,16.845,7.783333333,1.4,31.6,10.25,71.5,113,46,371657,478.88,66,64,94,21.28,0,0,117.2,103.6,6,43.8,16.4,29.2, ,0.020216517,2338.087304
MF400,1,4,146,MOB-C1-010-DH-001,MOB-C1-061-SSD-009,MOB-C1-010-DH-001 X MOB-C1-061-SSD-009,189,110,658.09,3438.57,40261.46,3.976194073,64,69,5,18.138,10.25333333,3.06,47,12.4,71.5,107,44,336622,381.84,63,8,94,2.13,5.32,11.7,130.2,105.2,3,40.6,14.8,25.8, ,0.042853383,4956.093682
MF400,2,7,146,MOB-C1-010-DH-001,MOB-C1-061-SSD-009,MOB-C1-010-DH-001 X MOB-C1-061-SSD-009,170,88,610.93,3192.17,47623.07,3.691271025,65,68,3,17.792,9.336666667,2.9,41.55,9.5,68.5,106.5,48,350172,306.72,66,22,94,6.38,0,0,118.4,102,3,39,14.2,21.6,58.56106509,0.034279788,3964.537494
MF400,3,1,146,MOB-C1-010-DH-001,MOB-C1-061-SSD-009,MOB-C1-010-DH-001 X MOB-C1-061-SSD-009,181,105,671.71,3509.73,36267.43,4.058486825,64,68,4,19.399,8.016666667,2.88,45.56,14,72.5,107.5,45.5,354615.63,358.8,61,20,94,6.38,5.32,3.19,137,120.2,2,41.4,13.8,26,59.16307692,0.051358671,5939.75011
MF400,1,6,147,MOB-C1-059-DH-008,MOB-C1-035-SSD-024,MOB-C1-059-DH-008 X MOB-C1-035-SSD-024,184,90,680.06,3553.38,52439.39,4.196382743,67,69,2,16.965,8.386666667,2.73,37.98,12.75,70.5,105,54.5,403436.25,280,65,80,96,2.08,0,1.04,108.8,87.2,9,41.4,14,20,57.39171598,0.035852746,4234.676175
MF400,2,19,147,MOB-C1-059-DH-008,MOB-C1-035-SSD-024,MOB-C1-059-DH-008 X MOB-C1-035-SSD-024,191,95,696.14,3637.42,45994.37,4.295626666,65,69,4,16.437,9.096666667,2.42,39.06,8.2,75.5,90.5,46,314306.5,219.94,61,42,96,3.13,0,1.04,104,81.6,8,38.8,12.75,17.25,56.16189349,0.039601777,4677.485541
MF400,3,13,147,MOB-C1-059-DH-008,MOB-C1-035-SSD-024,MOB-C1-059-DH-008 X MOB-C1-035-SSD-024,205,102,624.24,3261.7,31945.28,3.811794757,66,69,3,17.033,10.02,2.42,39.3,12,75.5,115,46.5,403736.25,227.36,62,34,95,3.16,0,1.05,123.6,104.2,6,39.6,11.6,19.6, ,0.045817659,5355.290604
MF400,1,1,148,MOB-C1-010-DH-001,RHM-C1-036-DH-003,MOB-C1-010-DH-001 X RHM-C1-036-DH-003, , , , , , , , , , , , , , , , , , , , , ,76, , , , , , , , , , , , 
MF400,2,7,148,MOB-C1-010-DH-001,RHM-C1-036-DH-003,MOB-C1-010-DH-001 X RHM-C1-036-DH-003, , , , , , , , , , , , , , , , , , , , , ,78, , , , , , , , , , , , 
MF400,3,9,148,MOB-C1-010-DH-001,RHM-C1-036-DH-003,MOB-C1-010-DH-001 X RHM-C1-036-DH-003,171,101,513.73,2684.29,29702.37,3.236067945,60,63,3,19.522,7.673333333,2.08,40.14,11,67.5,103.5,38.5,268970.63,488.72,62,34,98,4.08,8.16,8.16,144.4,106.2,1,43.8,16.4,29.8, ,0.042240113,5093.047038
MF400,1,10,150,MOB-C1-010-DH-003,RHM-C1-036-DH-020,MOB-C1-010-DH-003 X RHM-C1-036-DH-020,192,120,540.57,2824.51,22520.99,3.196639912,69,71,2,18.471,7.336666667,2.12,31.26,11.2,68,105,44.5,317730,470.44,69,2,92,13.04,0,3.26,113.2,95.25,6,42.25,19.33333333,24.33333333,55.63076923,0.058114943,6578.125993
MF400,2,10,150,MOB-C1-010-DH-003,RHM-C1-036-DH-020,MOB-C1-010-DH-003 X RHM-C1-036-DH-020,200,116,573.81,2998.23,32446.97,3.614542531,68,71,3,17.874,10.06666667,1.98,35.48,10.2,67.5,101.5,44.5,304880.63,331.2,66,82,98,11.22,0,9.18,114.4,100.8,4,42.4,14.4,23,56.89136095,0.042761838,5155.953403
MF400,3,17,150,MOB-C1-010-DH-003,RHM-C1-036-DH-020,MOB-C1-010-DH-003 X RHM-C1-036-DH-020, , , , , , , , , , , , , , , , , , , , , ,83, , , , , , , , , , , , 
MF400,1,19,151,MOB-C1-007-SSD-023,MOB-C1-035-SSD-028,MOB-C1-007-SSD-023 X MOB-C1-035-SSD-028,175,85,465.22,2430.8,27020.74,2.840766244,65,68,3,18.937,8.396666667,1.68,38.52,7.6,72.5,110.5,50,400562.5,350.4,66,44,95,14.74,0,0,123.4,102,7,42,14.6,24,56.64327324,0.045951973,5370.98955
MF400,2,9,151,MOB-C1-007-SSD-023,MOB-C1-035-SSD-028,MOB-C1-007-SSD-023 X MOB-C1-035-SSD-028,186,95,473.7,2475.15,18697.97,2.923036928,66,69,3,20.326,8.46,1.72,38.5,8.8,71.5,118,44,371228,332.64,65,34,96,8.33,1.04,10.42,124.4,95.8,8,45.4,15.4,21.6,53.59704142,0.062535532,7386.260637
MF400,3,10,151,MOB-C1-007-SSD-023,MOB-C1-035-SSD-028,MOB-C1-007-SSD-023 X MOB-C1-035-SSD-028,175,87,467.43,2442.37,17557.34,3.034552002,65,69,4,19.406,8.363333333,1.68,38.06,7.4,69,121,43,359007,383.76,67,24,101,11.88,0,1.98,122,101.2,7,43,16.4,23.4,53.79230769,0.058090545,7218.606514
MF400,1,9,152,MOB-C1-010-DH-001,RHM-C1-036-DH-001,MOB-C1-010-DH-001 X RHM-C1-036-DH-001,170,76,575.59,3007.5,19390.66,3.588715972,63,67,4,18.692,9.816666667,2.56,40.18,10.6,70,100,53,371000,408.72,65,82,97,2.06,6.19,2.06,129.2,108.6,7,44.2,15.6,26.2,57.09798817,0.063813857,7615.760444
MF400,2,18,152,MOB-C1-010-DH-001,RHM-C1-036-DH-001,MOB-C1-010-DH-001 X RHM-C1-036-DH-001,176,90,615.42,3215.61,25424.07,3.481036315,61,67,6,21.707,8.683333333,2.44,39.84,9.6,74,98,45.5,329966,440.64,62,16,88,1.14,65.91,0,138.2,119,3,42.4,16.2,27.2,54.82118343,0.061271047,6633.832773
MF400,3,5,152,MOB-C1-010-DH-001,RHM-C1-036-DH-001,MOB-C1-010-DH-001 X RHM-C1-036-DH-001,161,80,637.56,3331.33,29903.35,4.180037063,61,66,5,19.054,7.036666667,2.42,41.58,12.8,75.5,101,45,343147.5,391.68,61,56,102,1.96,25.49,0.98,138,128.4,2,39,12.8,30.6,56.5983432,0.041111894,5159.340565
MF400,1,4,153,MOB-C1-007-SSD-026,MOB-C1-061-SSD-009,MOB-C1-007-SSD-026 X MOB-C1-061-SSD-009,205,93,626.59,3274.01,36936.19,4.108114786,67,70,3,17.854,8.94,1.92,36.24,11.8,71.5,122,46.5,405619.5,484.38,66,22,102,8.82,1.96,0,146.4,119.4,7,44.2,15.5,31.25,55.63384615,0.043746423,5489.961074
MF400,2,8,153,MOB-C1-007-SSD-026,MOB-C1-061-SSD-009,MOB-C1-007-SSD-026 X MOB-C1-061-SSD-009,177,98,584.5,3054.09,111533.67,3.531599723,66,67,1,17.219,9.133333333,2.63,39.57,12.67,77,102,51.5,404481,256,65,56,94,35.11,0,4.26,112.2,99.8,4,37.8,12.8,20, ,0.014400105,1665.40576
MF400,3,1,153,MOB-C1-007-SSD-026,MOB-C1-061-SSD-009,MOB-C1-007-SSD-026 X MOB-C1-061-SSD-009,190,90,609.18,3183.03,42890.4,3.993948279,65,71,6,19.881,8.933333333,2.06,38.52,12,73.5,113,52.5,436038.75,388.8,66,2,102,5.88,0,2.94,147.6,123.8,6,42.6,16.2,24, ,0.029367119,3685.4291
MF400,1,14,154,MOB-C1-007-SSD-029,MOB-C1-036-SSD-025,MOB-C1-007-SSD-029 X MOB-C1-036-SSD-025,195,90,660.86,3453.04,42336.55,4.035408542,68,71,3,17.502,5.783333333,2.48,36.06,11,75.5,105,44,348810,354.24,66,14,95,22.11,1.05,0,145.4,115.8,8,40.8,14.4,24.6,54.70152049,0.036989447,4323.425595
MF400,2,15,154,MOB-C1-007-SSD-029,MOB-C1-036-SSD-025,MOB-C1-007-SSD-029 X MOB-C1-036-SSD-025,176,92,622.23,3251.23,21793.05,3.759566357,67,70,3,19.341,7.586666667,2.34,35.46,9.2,75,96.5,48.5,351018.75,446.88,66,6,94,3.19,0,2.13,143.6,130.6,7,42.8,15.2,29.4,56.48994083,0.074856036,8657.275171
